wid,user_name,user_id,gender,publish_time,text,like_count,comment_count,forward_count,status_city,status_country,status_province
4880316324380825,微博健康生活,6182978438,f,2023-03-17 16:25:45,【#什么行为容易伤肝#？一起了解它、呵护它！】今天是第23个#全国爱肝日#，很多朋友都非常关注自身肝脏的健康，但您知道肝脏到底是干什么的吗？你知道生活中哪些行为容易伤害它吗？急性、慢性肝病如何防治？得了肝癌有哪些治疗手段？春季养肝从哪几方面入手？来自北京地坛医院肝病中心、中西医结合中心、普外科、肿瘤介入科6位专家带您走近这个既“沉默”又“顽强”的器官。了解它、呵护它！祝愿大家都有一个健康的“小心肝”！#微博健康公开课# （来源：@北京地坛医院 ） 微博健康生活的微博视频,9207,378,1754,北京,中国,北京
4880545333117173,人民日报,2803301701,m,2023-03-18 07:35:46,【#什么行为容易伤肝#？一起呵护小心“肝”！】天天熬夜，过量饮酒，容易生气...这些不良习惯，可能正在伤害你的肝！肝脏一旦损伤，早期病情隐匿，几乎无明显症状，因此平时的养护和体检很重要。肝不好有哪些征兆？为什么不胖也会得脂肪肝？全国爱肝日，#10件事善待你的肝#，戳图学习↓↓#全国爱肝日#,4074,794,2729,北京,中国,北京
4880564911343082,许超医生,5979495016,m,2023-03-18 08:53:34,"#什么行为容易伤肝# #微博健康公开课#

肝癌早期常常没有明显的症状，进一步恶化后，会有乏力、食欲下降、恶心等症状，但这些症状常被误认为是劳累、压力大。

癌症是人体细胞在外界因素长期作用下，基因损伤和改变长期积累的结果，是一个多因素、多阶段、复杂渐进的过程，从正常细胞发展到癌细胞通常需要十几年到几十年的时间。

但是，如果存在一些致病因素，有可能加速这个病变的过程，使得癌症更早的到来。

常见的几种伤肝的危险因素，有肝炎、饮酒、肥胖、滥用药物以及一些环境毒素（比如黄曲霉毒素）等等。

我们都知道慢性乙肝、肝硬化、肝癌，号称肝癌三部曲，很多人的肝癌是这样一步步演变而来的。一些人感染肝炎后可能没有症状或不知道自己被感染，还在日常生活中进一步伤害肝脏。

我的一位亲戚，明知道自己患有乙肝，不仅没有认真对待及时治疗，反而天天喝酒，每天大约能喝一斤多高度白酒。家人劝他戒酒他不听，让他检查他不去，就这么一直拖着。后来跑去东北参加朋友孩子的婚宴，又喝了很多，回来之后就吐血了，到医院检查发现肝癌晚期，结果没到一个月，人就走了。

对于一些肝癌高危人群不仅要在注意在日常生活中保护你的肝脏，还要注意体检筛查和预防。

哪些人群是高危对象呢？

男性 35 岁以上、女性 45 岁以上的以下任一人群:

1、慢性乙型肝炎病毒(HBV)感染或慢性丙型肝炎病毒(HCV)感染者；
2、有肝癌家族史者；
3、血吸虫、酒精性、原发性胆汁性肝硬化等任何原因引起的肝硬化患者；
4、药物性肝损患者；
5、遗传性代谢病患者，包括:血色病、α-1 抗胰蛋白酶缺乏症、糖原贮积病、迟发性皮肤卟啉症、酪氨酸血症等;
6、自身免疫性肝炎患者;
6、非酒精性脂肪肝(NAFLD)患者。

对于男性 35 岁以上、女性 45 岁以上的肝癌高危人群应进行筛查：联合应用血清甲胎蛋白 (AFP) 和肝脏 B 超检查，每 6 个月筛查 1 次。

如何预防肝癌？

1、接种乙肝疫苗；
2、慢性肝炎患者应尽早接受抗病毒治疗以控制肝炎病毒的复制；
3、戒酒或减少饮酒；
4、清淡饮食，减少油腻食物摄入；
5、避免发霉食物的摄入。

提醒大家，保重身体，爱护好你的肝脏！",419,87,79,济南,中国,山东
4880385345585390,央视网,3266943013,m,2023-03-17 21:00:01,【到点不睡还喝酒 #这些生活习惯最伤肝#】#长期熬夜喝酒都伤肝# 生活中哪些行为会伤害我们的肝脏？专家提醒，第一位是酒精，酒精性肝病是国内外公认的肝脏的“杀手”，往往不被重视，发现就是肝硬化或者肝癌。而熬夜会使肝脏功能紊乱，影响肝脏的功能，加重肝脏疾病。此外，要警惕药物性肝损伤，尤其是一些含有中草药成分的保健品。别再给自己的肝脏增加负担了！#什么行为容易伤肝# 央视网的微博视频,65,19,40,北京,中国,北京
4880337841162979,庄时利和,1728715190,m,2023-03-17 17:51:16,"肝癌最主要的三个原因——乙肝病毒（HBV）感染、丙肝病毒（HCV）感染和酒精。在全球范围内，这三个原因导致的肝癌死亡分别占了33%、21%和30%。

1.在中国，对于大多数没有慢性肝炎的人群而言，肝癌其实是比较遥远的一个病，中国约98%的肝癌与乙肝或丙肝相关。

这两种肝炎病毒的差异在于乙肝有疫苗而丙肝没有，但是丙肝有「特效药」而乙肝目前还没有。得益于中国新生儿乙肝疫苗的全面接种，在2002年后出生的这一代人，乙肝感染率已经大幅下降了。与1992年相比，2017年中国5岁以下儿童乙肝表面抗原阳性率下降了97%。

2.对于肝癌高危人群（慢性肝炎或肝硬化者 ）来说，除了坚持正规治疗以外，建议每6个月做AFP超声检查，这是肝癌的主要筛查手段。

AFP是妊娠期由胎儿的肝脏和卵黄囊产生，另外在一部分肝细胞癌患者中AFP也会上升。但并不是所有的肝癌患者都会出现AFP上升（大概只有60%左右），因此在指南中只推荐高危人群做。

3. 最后，不要酗酒，接种乙肝疫苗，做到这两点就可以很大程度地让你远离肝癌，如果要多加两点的话就是避免药物滥用（包括中药和西药）以及避免吃发霉的食物（有黄曲霉素污染可能）。如果是已经慢性感染了乙肝或丙肝，做正规的抗病毒治疗也能显著降低患癌风险。

肝癌虽然凶险，但仍然是可以有效预防的一种疾病。

#全国爱肝日##什么行为容易伤肝##我的防护手册#",687,107,199,广州,中国,广东
4880584743325445,约苗,6434787273,m,2023-03-18 10:12:22,#什么行为容易伤肝##肝不好真的会变丑吗# 健康知识点回顾：「肝」是人身上最能忍的器官 肝脏功能强大，但却很低调，累了、痛了都说不出话来 那做啥事特别伤肝呢 网页链接,227,1,0,成都,中国,四川
4880558985056088,妇产科的陈大夫,2495784474,f,2023-03-18 08:30:01,"#什么行为容易伤肝##全国爱肝日# 我之前说过的吧，肝脏是人体最忍辱负重的器官，其具有强大的代偿能力。
正常人被切除75%的肝脏，依然能够正常生活，且只需要4个月，肝脏就能恢复到原来大小。这种代偿能力有好处，也有坏的一面。

好的是，肝脏一般很少引起身体的不适。即使存在一定程度的肝损，人也不会产生明显的症状，没症状也就没有痛苦。

坏的是，肝脏的代偿能力太强大，以至于要到失代偿时才会表现出明显症状。而此时要想采取点什么措施来逆转疾病的病理生理过程，已经有点晚了。对于肝病还是预防在前最重要。

鉴于此，我在这里建议大家：
1、保持良好的心态和稳定的情绪，勿长期熬夜，勿长期过度劳累
2、坚持运动，健康饮食。勿长期高脂高糖饮食
3、一定要接种乙肝疫苗。这个其实不用多说，绝大部分人都能做到。有少数因为各种原因拖延疫苗疗程的（比如说黄疸过高被拒的），家长要记得带宝宝按规范补打
4、乙肝携带者定期至医院复查
5、不抽烟喝酒
6、多吃新鲜食品，少吃腌制熏腊食物，不吃霉变腐烂的食物（包括只有一点点烂的水果）和自制的调味品（容易被黄曲霉素污染而不自知）
7、不滥用药物。处方药在医生指导下服用。btw，大家知道抗生素是处方药的对吧？

请大家好好爱护自己的肝脏，如果不想要，可以捐3/4给需要肝脏移植手术的人，谢谢。
#微博健康公开课#

作者：妇产科的陈大夫
介绍：三甲专科医院妇产科医生、医学科普作者
版权说明：本文为原创科普，未经授权，禁止任何形式的发布与商业用途。",44,7,7,无锡,中国,江苏
4880530904188074,中国反邪教,1590753120,m,2023-03-18 06:38:26,#全国爱肝日#【常做9件事的人，你的“肝脏”可能不太好】肝脏拥有500多种生理功能，但它是一个“没有痛感”“木得感情”的器官，即使肝细胞已经损坏70%，人也未必会感到任何不适。都说硬汉也有柔软的一面，肝脏这个“劳模”也经不起你瞎折腾。#什么行为容易伤肝#？临床医生有哪些护肝建议？是时候善待你的肝了↓↓ （生命时报）#乱吃保健品警惕伤肝#,42,20,46,太原,中国,山西
4880539645117564,津彩青春,3074181393,m,2023-03-18 07:13:10,【体检报告上的常见异常，9图教你改善】血脂异常、脂肪肝、甲状腺结节……一些常见指标上升或下降都是什么意思？读懂体检指标背后的“健康信号”↓↓为自己和家人，收藏！ #什么行为容易伤肝#,71,106,25,天津,中国,天津
4880434809277927,潇湘晨报,1655444627,f,2023-03-18 00:16:35,【#什么行为容易伤肝#？脸上发青？长期熬夜会伤肝】如今，年轻人想要不熬夜很难，如果已经形成这样的习惯了，有什么办法能让熬夜对心脏的伤害小一点？医生表示，最根本的问题还是要补足睡眠。医生提醒，熬夜还会伤肝。长期熬夜，肝脏得不到充分休息就会出现问题。央视网的微博视频,158,18,81,长沙,中国,湖南
