wid,user_name,user_id,gender,publish_time,text,like_count,comment_count,forward_count
4859048987460944,夏熙追剧,5359086402,f,2023-01-17 23:56:58,"#三体 节奏#观众不像在看电视剧，好像在检查作业哦刚开始可能看的迷迷糊糊，有人说第一集最好加旁边，我认为千万不能加旁白啊，因为原著刚开始看也是朦朦胧胧似懂非懂，越往后看越明白才能真正理解这部作品为什么这么强！！汪淼的恐惧在剧里完全被具象化的展开了！！刚开始担心史强会不会欠点感觉，结果于和伟直接把小破样拿捏住，像这种顶级科幻得原著粉得口碑得天下！冲开播的剧情来看也确实做到了～
电视剧多次设计智子视角去呈现出：整个人类世界每时每刻都被三体人监 视的可怕状态，镜头语言很棒！且小夏认为《三体》影视化的魅力，在于剧中的角色在看清楚生活的残酷依然热爱，那份勇气值得赞扬！",1991,256,81
4859026619505034,新浪娱乐,1642591402,f,2023-01-17 22:28:05,#史强说陪汪淼一起归零##三体 节奏# 《三体》史强知道汪淼一直被倒计时困扰，便找人给自己做了一个倒计时：“我会一直陪着你”，“你归零了，我也跟着你一起归零。”两人吃完饭在车上对表，史强卡着时间按下表，两人相视好有宿命感！新浪娱乐的微博视频,436,68,47
4859098292289851,凉仔凉仔,6614708648,f,2023-01-18 03:12:53,#三体 节奏#讲真我看弹幕，最喜欢的评价就是“科幻感几乎没有”因为它就不是一部传统漫V式的超能力科幻片。没有牛鬼蛇神，把科幻在现代人能接受的科学范围内合理化。它牛逼就牛逼在用文戏给你带来震撼感，会让你觉得它不是科幻，它是真的会发生在未来现实中。想省时间了解这个故事去看B站这个视频↓,68,10,1
4859052310135698,芒果捞小黄,5923558301,m,2023-01-18 00:10:10,#三体 节奏# 作为没看过原著的观众，节奏还蛮好的！团队加入了自己的一些理解，这点很值得肯定。可以多给《三体》一点时间，随着剧情推进我相信会有更多人喜欢的。,170,29,20
4859226420415529,卫小宠Ivy,1696802272,f,2023-01-18 11:42:01,#三体 节奏#我没看过三体书，刚才我看了第一集电视剧三体半个小时，我整个一个刘姥姥进大观园！啊？还能这样？啊？军方？啊江苏观测站真名？牛牛牛🐮,0,0,0
4859222531509830,TCSJD,6581139839,f,2023-01-18 11:26:34,"#三体 节奏#
我就知道会有这个话题太慢了…别说原著就这么慢 这是电视剧 不是书 两种表现形式 为什么要要求他们完全一样 原著提供完整的世界观和精彩的故事 电视剧展示视听效果讲好故事更重要的是能吸引观众 在有限的时间里提供更丰富的内容和精彩的画面看着才不至于无聊
作为一个几乎不了解原著的观众来说 看了前三集最大的感受就是太慢了 当然慢有慢的好处 但是我觉得这几集的慢称不上是铺陈背景营造气氛刻画角色 甚至有些镜头重复使用和不停地推进拉远给人混乱又迷糊还有点故弄玄虚的感觉 慢剧以慢节奏讲好一个故事 但再慢第一集要能抓住观众 吸引人继续看下去 我看完第一集的感受就是：看下去也行 不看也没关系 现在看完三集了 还是这个感受…
还有一点疑惑就是 为什么要用那么多镜像/反射的画面是有什么寓意还是后面要有相关的情节 一处两处看着还行 动不动就整一个感觉乱得很
最后 不知道网络电视上的和电视台播的和腾讯上的是不是环节都一样 开始前要看广告我没意见 中间跳两段正片还插一段是生怕我看进去是吧😅
再看两集观望一下吧 大不了就去看书
话说小说改编影视真的很难达到想象中的效果 至少在我看过的有限的几部改编没有达到我的预期的",3,3,0
4859220615235122,幸福老实鼠,2118234917,m,2023-01-18 11:18:57,#三体 节奏#我不是火鸡，我是勤快干活的伙计，吃喝拉撒睡、喜怒哀乐苦的伙计。虽常有火鸡感，但不自认是火鸡。三体就是扯淡。,0,0,0
4859211973920095,日炘月炀星丽天,5928036991,f,2023-01-18 10:44:37,#三体 节奏#剧的节奏没问题，但是播放方式会让人感觉剧的节奏有点问题,1,1,0
4859210149929412,和啵啵赞赞一起去滑雪,7190533349,f,2023-01-18 10:37:22,"#三体 节奏#
在央8看的一天一集 新更的一集都在演幽灵倒计时 真的有点太推拉了吧
对我不好。。。。什么时候才能看到整个宇宙为你闪烁啊
理解按照原著来 但这个节奏合理吗",0,2,0
4859141711725170,裴建新围脖,1266902462,m,2023-01-18 06:05:25,#三体 节奏#特别想买一本《三体》原著，据说是特别火，第一次知道作者刘慈欣，他还有其它什么作品？#王子文叶文洁好贴脸#,76,48,1
4859197050847265,哬馹偅菿蘇瀾喬,7366169199,f,2023-01-18 09:45:18,电视剧《三体》由张鲁一、#三体 节奏# 于和伟、陈瑾、王子文、#三体 还原度# 林永健、李小冉等主演的科幻剧！#三体 节奏# 你今天有点奇怪，怪好看的。 哬馹偅菿蘇瀾喬的微博视频,0,1,0
